"ID incidence with coutry, demand, grp, same year"				frequency	Free status at the year	Govt. response	Violent govt res?	# of part.	Protestor Violence
Bangladesh	"political behavior, process"	BNP-led 18-party alliance	2014	6					
Bangladesh	"political behavior, process"	BNP-led 20-party alliance	2014	2					
Bangladesh	"political behavior, process"	BNP-led-20-party opposition bloc	2014	1					
Bangladesh	"political behavior, process"	Chhatra League  and Bangladesh Nationalist Party	2010	1					
Bangladesh	"political behavior, process"	demonstrators	2014	1					
Bangladesh	"political behavior, process"	Dhaka City Corporation (DCC) Karmakarta-Karmachari Samonnay Parishad	2011	1					
Bangladesh	"political behavior, process"	Ekattarer Ghatak Dal Nirmul Committee	2000	1					
Bangladesh	"political behavior, process"	four-party anti-government alliance	2000	5					
Bangladesh	"political behavior, process"	Ganajagaran Mancha	2014	2					
Bangladesh	"political behavior, process"	Grameen Bank employees	2011	1					
Bangladesh	"political behavior, process"	Islami Andolan Bangladesh	2011	1					
Bangladesh	"political behavior, process"	Islami Chhatra Sena and Bangladesh Islami Front	2014	1					
Bangladesh	"political behavior, process"	Islami Oikkya Jote (IOJ)	2011	1					
Bangladesh	"political behavior, process"	"Islami Shashantantra Andolan, Hizbut Tahrir Bangladesh, Islami Chhatra Andolan and Bangladesh Khelafat Majlish"	2008	1					
Bangladesh	"political behavior, process"	Islamic Chattra Majlish	1994	1					
Bangladesh	"political behavior, process"	Islamic Khelafat Majlish and the Bangladesh Ulema Movement	1996	1					
Bangladesh	"political behavior, process"	Islamic Oikya Jote	1994	1					
Bangladesh	"political behavior, process"	Islamic Organizations	2011	3					
Bangladesh	"political behavior, process"	Islamist protesters	2013	1					
Bangladesh	"political behavior, process"	"Islamists, Jamaat-e-Islami"	2014	1					
Bangladesh	"political behavior, process"	Jamaat-e-Islami	2014	1					
Bangladesh	"political behavior, process"	Jamaat-e-Islami and Bangladesh Nationalist Party	1997	1					
Bangladesh	"political behavior, process"	Jamaat-e-Islami and Islami Chhatra Shibir	2010	1					
Bangladesh	"political behavior, process"	Jamaat-e-Islami Bangladesh	2014	2					
Bangladesh	"political behavior, process"	Jamaat-e-Islami party	1994	1					
Bangladesh	"political behavior, process"	Jamaat-e-Islami supporters	2013	1					
Bangladesh	"political behavior, process"	Jamaat-i-Islami	1998	1					
Bangladesh	"political behavior, process"	Jamaat-i-Islami party and Jatiyo Party	1999	4					
Bangladesh	"political behavior, process"	Jamaat-Shibir	2014	1					
Bangladesh	"political behavior, process"	Jatiya Adibashi Parishad (JAP) 	2009	2					
Bangladesh	"political behavior, process"	"Jatiyo party, the Jamaat-i-Islami <nd Awami League"	1996	1					
Bangladesh	"political behavior, process"	JnU students	2014	1					
Bangladesh	"political behavior, process"	"JnU Teachers Association, JnU students, Hall Uddhar Sangram Committee"	2014	3					
Bangladesh	"political behavior, process"	Jubo Mahila League and Awami League	2005	1					
Bangladesh	"political behavior, process"	Lawyers	2003	1					
Bangladesh	"political behavior, process"	lawyers	2014	1					
Bangladesh	"political behavior, process"	Left-leaning student's alliance of Rajshahi University	2011	1					
Bangladesh	"political behavior, process"	"members of several workers' organisations, victims' relatives"	2014	1					
Bangladesh	"political behavior, process"	"mostly college students & young people, workers, ordinary citizens,"	2013	31					
Bangladesh	"political behavior, process"	Muktijoddha Sangsad Santan Command (MSSC)	2014	1					
Bangladesh	"political behavior, process"	Muslim zealots	1994	2					
Bangladesh	"political behavior, process"	"National Committee to Protect Oil, Gas, Mineral Resources, Power and Ports"	2009	1					
Bangladesh	"political behavior, process"	Nazrul Islam's supporters	2014	1					
Bangladesh	"political behavior, process"	Non-government primary school teachers	2011	7					
Bangladesh	"political behavior, process"	Opposition	1990	2					
Bangladesh	"political behavior, process"	Opposition	1992	3					
Bangladesh	"political behavior, process"	Opposition	1994	3					
Bangladesh	"political behavior, process"	Opposition	1999	3					
Bangladesh	"political behavior, process"	Opposition	2006	2					
Bangladesh	"political behavior, process"	Opposition	2011	1					
Bangladesh	"political behavior, process"	Opposition BNP	2011	3					
Bangladesh	"political behavior, process"	opposition supporters	2012	1					
Bangladesh	"political behavior, process"	opposition supporters	2014	1					
Bangladesh	"political behavior, process"	Outdoor Advertising Owners Assocation	2011	1					
Bangladesh	"political behavior, process"	prominent residents	2014	1					
Bangladesh	"political behavior, process"	"pro-opposition lawyers, Bangladesh Nationalist Party (BNP) supporters, Jamaat-e-Islami members & supporters"	2015	1					
Bangladesh	"political behavior, process"	protesters	1992	1					
Bangladesh	"political behavior, process"	protesters	1995	1					
Bangladesh	"political behavior, process"	protesters	2004	2					
Bangladesh	"political behavior, process"	protesters	2006	2					
Bangladesh	"political behavior, process"	protesters	2007	2					
Bangladesh	"political behavior, process"	protesters	2008	1					
Bangladesh	"political behavior, process"	protesters	2015	2					
Bangladesh	"political behavior, process"	"protesters, teachers, writers, students"	2015	1					
Bangladesh	"political behavior, process"	Residents	2000	1					
Bangladesh	"political behavior, process"	"Samajtantrik Chattra Front, Bangladesh Chttra Union, Biplobi Chattra Maitri, Jubo Union, Sammilita Nari Samaj, Bangladesh Chattra Federation"	2003	6					
Bangladesh	"political behavior, process"	Sex Workers	1997	1					
Bangladesh	"political behavior, process"	Sex Workers	1999	1					
Bangladesh	"political behavior, process"	Small investors of Dhaka Stock Exchange	2011	14					
Bangladesh	"political behavior, process"	Students	1990	1					
Bangladesh	"political behavior, process"	Students	2000	1					
Bangladesh	"political behavior, process"	Students	2002	1					
Bangladesh	"political behavior, process"	Students	2003	1					
Bangladesh	"political behavior, process"	Students	2008	2					
Bangladesh	"political behavior, process"	students	2014	8					
Bangladesh	"political behavior, process"	Students of Jagannath University (JnU)	2011	1					
Bangladesh	"political behavior, process"	"students, activists"	2015	1					
Bangladesh	"political behavior, process"	"students, activists, intellecturals"	2015	1					
Bangladesh	"political behavior, process"	"supporters for Ghulam Azam, Jamaat-e-Islami supporters"	2013	2					
Bangladesh	"political behavior, process"	Supporters of BNP leader	2011	1					
Bangladesh	"political behavior, process"	supporters of Jamaat-e-Islami	2013	1					
Bangladesh	"political behavior, process"	Supporters of the Bangladesh Nationalist Party and its allies	2012	1					
Bangladesh	"political behavior, process"	Teachers	2000	17					
Bangladesh	"political behavior, process"	Unions	1997	1					
Bangladesh	"political behavior, process"	United Islamic Alliance and the fundamentalist Jamaat-i-Islami	1997	1					
Bangladesh	"political behavior, process"	Villagers near Shariatpur	2011	1					
Bangladesh	"political behavior, process"	Ward Councillors of Dhaka City Corporation	2011	4					
Bangladesh	"political behavior, process"	Women Action Committee	2006	1					
Bangladesh	"political behavior, process"	Workers	1990	1					
Bangladesh	"price increases, tax policy"	Awami League	2005	1					
Bangladesh	"price increases, tax policy"	Bangladesh Jamaat-e-Islami	2011	1					
Bangladesh	"price increases, tax policy"	Bangladesh National Awami Party (NAP-Bhasani)	2014	1					
Bangladesh	"price increases, tax policy"	Bangladesh Nationalist Party	1997	2					
Bangladesh	"price increases, tax policy"	Chittagong BNP	2011	1					
Bangladesh	"price increases, tax policy"	Leaders and activists of the progressive student's alliance of Rajshahi University (RU)	2011	1					
Bangladesh	"price increases, tax policy"	"Mill Workers: RSRM, BSRM, Baizid Steel, Islam Steel, Saleh Steels"	2011	1					
Bangladesh	"price increases, tax policy"	Opposition BNP	2011	1					
Bangladesh	"price increases, tax policy"	Residents	1999	1					
Bangladesh	"price increases, tax policy"	university students	2014	1					
Bangladesh	"price increases, tax policy"	Workers	2006	1					
Bangladesh	removal of politician	Awami League	1994	1					
Bangladesh	removal of politician	Awami League	1995	17					
Bangladesh	removal of politician	Awami League	1996	3					
Bangladesh	removal of politician	Awami League	2006	1					
Bangladesh	removal of politician	Bangladesh Capital Market Investors Oikya Parishad	2011	3					
Bangladesh	removal of politician	Bangladesh Nationalist Party	1999	6					
Bangladesh	removal of politician	Bangladesh Nationalist Party	2000	2					
Bangladesh	removal of politician	Bangladesh Nationalist Party	2001	6					
Bangladesh	removal of politician	City Awami League	2011	1					
Bangladesh	removal of politician	four-party anti-government alliance	2000	1					
Bangladesh	removal of politician	Islamic parties	2014	1					
Bangladesh	removal of politician	Jamaat-i-Islami  and Bangladesh Nationalist Party	1999	3					
Bangladesh	removal of politician	"Jatiya Samajtantrik Dal (JSD), Awami League and National Awami Party (NAP)"	2005	1					
Bangladesh	removal of politician	Jatiyo Party Jamaat-i-Islami and Oikkyo Jote	1999	2					
Bangladesh	removal of politician	"Jatiyo party, the Jamaat-i-Islami <nd Awami League"	1994	2					
Bangladesh	removal of politician	"Jatiyo party, the Jamaat-i-Islami <nd Awami League"	1995	5					
Bangladesh	removal of politician	Opposition	1990	10					
Bangladesh	removal of politician	Opposition	1999	1					
Bangladesh	removal of politician	Opposition	2011	1					
Bangladesh	removal of politician	Opposition BNP	2011	1					
Bangladesh	removal of politician	protesters	2001	3					
Bangladesh	removal of politician	"shopkeepers, traders"	2014	1					
Bangladesh	removal of politician	Small Investors Forum Barisal	2011	1					
Bangladesh	removal of politician	Small investors of Chittgong Stock Exchange (CSE)	2011	1					
Bangladesh	removal of politician	Small investors of Dhaka Stock Exchange	2011	13					
Bangladesh	removal of politician	Students	1990	1					
Bangladesh	removal of politician	Students	1996	1					
Bangladesh	removal of politician	workers of Shramik League	2014	1					
Bangladesh	social restrictions	Bangladesh Nationalist Party	1999	1					
Bangladesh	social restrictions	Bangladesh Nationalist Party (BNP)'s women wing	2014	1					
Bangladesh	social restrictions	Bangladesh Puja Udzapan Parishad	2014	1					
Bangladesh	social restrictions	Communist Party of Bangladesh (CPB) and Socialist Party of Bangladesh (SPB)	2014	1					
Bangladesh	social restrictions	Indigenous Students' Organizations of Rajshahi University	2011	1					
Bangladesh	social restrictions	Muksudpur Thana Awami League	2014	1					
Bangladesh	social restrictions	Residents	1999	2					
Bangladesh	social restrictions	Residents	2006	1					
Bangladesh	social restrictions	Transgender groups	2011	1					
Bangladesh	social restrictions	Victims of flooding	2000	1					
Belarus	labor wage dispute	labor unions	1995	1					
Belarus	"political behavior, process"	"""Zubr"" (Bison)"	2001	1					
Belarus	"political behavior, process"	a council of opposition Belarus parties	1999	1					
